label,8-302-0,8-302-1,8-303-0,8-303-1,8-303-2,8-320-0,8-320-1
8-303,100.0,100.0,11.2202,4.008191666666667,9.275006666666666,100.0,100.0
8-303,100.0,100.0,11.2202,4.404161428571428,9.275006666666666,100.0,100.0
8-303,100.0,25.1189,11.2202,4.404161428571428,9.275006666666666,100.0,100.0
8-303,100.0,25.1189,13.157000000000002,4.404161428571428,9.275006666666666,100.0,100.0
8-303,100.0,25.1189,13.157000000000002,4.128187777777778,9.275006666666666,100.0,100.0
8-303,100.0,44.1073,14.1254,3.9535685714285713,8.91251,100.0,100.0
8-303,100.0,44.1073,14.1254,4.5129275,8.91251,100.0,100.0
8-303,100.0,44.1073,14.1254,4.5129275,8.91251,100.0,100.0
8-303,100.0,41.53558,14.1254,4.519511428571429,8.91251,100.0,100.0
8-303,100.0,45.63975,50.1187,5.62341,100.0,100.0,100.0
8-303,100.0,45.63975,50.1187,5.62341,8.91251,100.0,100.0
8-303,100.0,45.63975,50.1187,3.7533899999999996,8.91251,100.0,100.0
8-303,100.0,28.1838,50.1187,4.220895,8.91251,100.0,100.0
8-303,100.0,28.1838,31.354,4.220895,8.91251,100.0,100.0
8-303,100.0,28.1838,31.354,4.220895,8.91251,100.0,100.0
8-303,100.0,100.0,31.354,4.220895,8.91251,100.0,100.0
8-303,100.0,70.7946,31.354,4.220895,8.91251,100.0,100.0
8-303,63.0957,70.7946,31.354,4.220895,8.91251,100.0,100.0
8-303,63.0957,70.7946,35.106939999999994,4.220895,8.91251,100.0,100.0
8-303,63.0957,70.7946,35.106939999999994,4.220895,8.635587142857144,100.0,100.0
8-303,63.0957,70.7946,35.106939999999994,5.062403999999999,8.635587142857144,100.0,100.0
8-303,63.0957,70.7946,35.106939999999994,5.384625,8.635587142857144,100.0,100.0
8-303,63.0957,70.7946,31.354,6.0155014285714286,8.589433333333332,100.0,100.0
8-303,63.0957,70.7946,31.354,6.0155014285714286,9.153659999999999,100.0,100.0
8-303,100.0,100.0,100.0,3.98211,10.0,100.0,100.0
8-303,100.0,31.6228,100.0,3.98211,10.0,100.0,100.0
8-303,100.0,31.6228,100.0,3.98211,9.275006666666666,100.0,100.0
