label,8-302-0,8-302-1,8-303-0,8-303-1,8-320-0,8-320-1,8-322-0,8-322-1,8-417-0
8-302,145.5085,100.0,300.0,74.49038571428572,300.0,300.0,300.0,300.0,300.0
8-302,145.5085,100.0,300.0,76.41987142857144,300.0,300.0,300.0,300.0,300.0
8-302,145.5085,120.627,300.0,76.41987142857144,300.0,300.0,300.0,300.0,300.0
8-302,160.678,120.627,300.0,64.35528333333333,300.0,300.0,300.0,300.0,300.0
8-302,160.678,120.627,300.0,64.35528333333333,300.0,300.0,300.0,25.1189,300.0
8-302,141.254,120.627,300.0,67.35525714285714,300.0,300.0,300.0,25.1189,300.0
8-302,165.63666666666666,120.627,300.0,67.35525714285714,300.0,300.0,300.0,25.1189,300.0
8-302,165.63666666666666,141.254,300.0,98.01978333333334,300.0,300.0,300.0,25.1189,300.0
8-302,165.63666666666666,141.254,300.0,98.01978333333334,300.0,300.0,300.0,27.162166666666668,300.0
8-302,192.29333333333332,300.0,300.0,101.73718,300.0,300.0,300.0,27.162166666666668,300.0
8-302,192.29333333333332,300.0,300.0,101.73718,300.0,300.0,300.0,26.34486,300.0
8-302,192.29333333333332,300.0,300.0,106.31521666666667,300.0,300.0,300.0,26.34486,300.0
8-302,160.2568,300.0,300.0,117.55452,300.0,300.0,300.0,26.65135,300.0
8-302,120.43604,300.0,300.0,129.24450000000002,300.0,300.0,300.0,26.65135,300.0
8-302,120.43604,300.0,300.0,127.56875000000001,300.0,300.0,300.0,26.65135,300.0
8-302,120.43604,44.6684,300.0,127.56875000000001,300.0,300.0,300.0,26.65135,300.0
8-302,114.59717142857143,44.6684,300.0,127.56875000000001,300.0,300.0,300.0,26.65135,300.0
8-302,114.59717142857143,57.7315,300.0,117.262,300.0,300.0,300.0,25.1189,300.0
8-302,108.52855,57.7315,300.0,117.262,300.0,300.0,300.0,25.1189,300.0
8-302,108.52855,59.51956666666666,300.0,117.262,300.0,300.0,300.0,25.1189,300.0
8-302,97.44716249999999,59.51956666666666,300.0,125.893,300.0,300.0,300.0,300.0,300.0
8-302,97.44716249999999,62.66291428571429,300.0,125.893,300.0,300.0,300.0,300.0,300.0
8-302,95.33932857142857,61.563071428571426,300.0,125.893,300.0,300.0,300.0,300.0,300.0
