label,ble_id,C0,C1,C2,C3
8-302,15070,-3.618749566154802,2.8607110808485694,-0.45100113310802153,-0.6000927098065192
8-302,15070,-3.624840007918987,2.859328616249445,-0.4543953541343025,-0.6040256060122977
8-302,15070,-3.5390411117812803,2.8420006676408844,-0.4717027800402972,-0.6236242564348982
8-302,15070,-3.563739722807349,2.836394349295986,-0.4854673882757127,-0.6395733578882015
8-302,15070,-3.936807796821156,2.404160902956347,0.5277877514019359,0.21262628140020912
8-302,15070,-3.9968247429235766,2.4329040838161524,0.521604967248635,0.18742461223750806
8-302,15070,-3.9583623510673487,2.354318881524898,0.48684821953498425,0.18432687031200978
8-302,15070,-3.8503168567431256,2.175075769364246,0.41592745014213206,0.18890586998643344
8-302,15070,-3.8400494565410823,2.1869714905031,0.3880411292519058,0.16545204115977463
8-302,15070,-3.822112549859563,2.19104297488225,0.39803741985973573,0.17703477931942446
8-302,15070,-3.825535016593577,2.187077734502632,0.40733286015647774,0.18485272226164406
8-302,15070,-3.8136542294353992,2.189774545061186,0.4139540576233335,0.19252472776555174
8-302,15070,-3.7892828530289098,2.3198756175265784,0.46626392211987067,0.18488694130755978
8-302,15070,-2.4140855059202377,2.1830839069995323,0.2458894323295574,-0.13553002505224998
8-302,15070,-2.390770032194368,2.188376268093497,0.25888321409813553,-0.12047408301999395
8-302,15070,-4.391779693376849,2.592500261933147,0.6625285756015077,0.3366074251012545
8-302,15070,-4.434318708588244,2.679414698459977,0.7009691859831059,0.34003349624582424
8-302,15070,-4.274017661052035,2.6724420827392215,0.6967368662791199,0.33865834352812496
8-302,15070,-4.314646348855828,2.7554533957595875,0.7334511990021507,0.34193055785265924
8-302,15070,-4.296781606960266,2.751845431748318,0.7298475081552324,0.33784979636198487
8-302,15070,-4.315839717483244,2.893061458501188,0.8128897628683681,0.37210606796297596
8-302,15070,-4.306907346535462,2.891257476495553,0.8110879174449089,0.3700656872176389
8-302,15070,-4.348154388346196,2.870030790477588,0.8176412642244563,0.3688293760658323
8-302,15070,-4.378380167450129,2.931787193307974,0.8449549524290513,0.3712637452935992
8-302,15070,-4.037194012848824,3.5178849929714313,-0.08411721905329718,-0.45261580840996296
8-302,15070,-4.042503569829849,3.5287333201111086,-0.07931920926881543,-0.45218817932939426
8-302,15070,-4.080035084115295,3.5642778083719433,-0.07187846436849234,-0.4623268724280285
8-302,15070,-4.081813279064982,3.567910962814258,-0.07027158891771403,-0.4621836574904876
8-302,15070,-4.093668311854032,3.604111059084303,-0.06578344094383527,-0.4786566796784233
8-302,15070,-4.075546774806922,3.6082244525653264,-0.055684255292716936,-0.46695471665916344
8-302,15070,-4.113256632146972,3.615840336911621,-0.04807739097139753,-0.4583408259826729
8-302,15070,-4.1219187236290455,3.6335384617169786,-0.040249845314840896,-0.45764318543949445
8-302,15070,-4.158481573992469,3.644645560029787,-0.03505215191681223,-0.45507889661071976
8-302,15070,-4.175629826808178,3.6796823544522814,-0.019556040830600262,-0.45369778485108636
8-302,15070,-4.187681796407809,3.676946687325606,-0.026272638773252043,-0.46148033123208543
8-302,15070,-4.187813329591441,3.6769732517728064,-0.026246105788186102,-0.4614502857070144
8-302,15070,-4.2286438714246195,3.7204383427968986,-0.004583019661472575,-0.4549523367999233
8-302,15070,-4.2303962865386255,3.7240188246542725,-0.0029994402981618033,-0.45481119815753646
8-302,15070,-4.247562843529051,3.724256726552127,-0.0007710793071423853,-0.4506358421565466
8-302,15070,-4.238951266633418,3.706661811630567,-0.008552977185387955,-0.45132941428003726
8-302,15070,-4.230933384146642,3.7050425197522974,-0.010170351222929318,-0.45316090259820396
