label,8-302-0,8-302-1,8-303-0,8-303-1,8-303-2
8-303,79.4328,200.0,11.2202,4.648516666666667,10.0
8-303,110.3434,200.0,200.0,4.46684,200.0
8-303,141.254,200.0,200.0,3.6426100000000003,200.0
8-303,141.254,200.0,200.0,3.6426100000000003,8.91251
8-303,141.254,200.0,200.0,4.220895,8.91251
8-303,141.254,25.1189,200.0,4.220895,8.91251
8-303,141.254,25.1189,14.1254,4.220895,8.91251
8-303,141.254,25.1189,14.1254,3.8680233333333334,8.91251
8-303,200.0,44.1073,14.1254,4.3928449999999994,200.0
8-303,200.0,44.1073,14.1254,4.803033333333333,200.0
8-303,100.0,44.1073,14.1254,4.803033333333333,200.0
8-303,100.0,45.63975,200.0,4.3928449999999994,200.0
8-303,200.0,200.0,50.1187,200.0,200.0
8-303,200.0,200.0,50.1187,200.0,8.91251
8-303,200.0,200.0,50.1187,2.81838,8.91251
8-303,200.0,200.0,50.1187,4.220895,8.91251
8-303,200.0,200.0,31.354,4.220895,8.91251
8-303,200.0,200.0,31.354,4.220895,8.91251
8-303,200.0,200.0,31.354,4.220895,8.91251
8-303,200.0,70.7946,31.354,4.220895,8.91251
8-303,63.0957,70.7946,31.354,4.220895,8.91251
8-303,63.0957,70.7946,31.354,5.62341,8.91251
8-303,63.0957,70.7946,31.354,5.62341,8.589433333333332
8-303,63.0957,70.7946,31.354,5.62341,8.589433333333332
8-303,63.0957,70.7946,50.1187,5.96649,8.427895
8-303,200.0,200.0,50.1187,6.080850000000001,7.94328
8-303,200.0,200.0,200.0,6.30957,10.0
8-303,200.0,200.0,200.0,2.81838,200.0
8-303,200.0,31.6228,200.0,2.81838,200.0
8-303,200.0,31.6228,200.0,2.81838,8.91251
8-303,200.0,31.6228,50.1187,2.81838,8.91251
8-303,200.0,31.6228,50.1187,3.6426100000000003,8.91251
8-303,125.893,31.6228,50.1187,3.6426100000000003,8.91251
8-303,125.893,31.6228,50.1187,4.09903,8.91251
8-303,125.893,35.71675,50.1187,4.09903,8.91251
8-303,125.893,39.8107,200.0,5.03404,200.0
8-303,125.893,39.8107,200.0,5.03404,22.3872
8-303,88.00585,39.8107,200.0,5.03404,22.3872
8-303,88.00585,39.8107,12.5893,5.31764,22.3872
8-303,88.00585,39.8107,12.5893,5.31764,15.649854999999999
8-303,50.1187,200.0,12.5893,5.62341,15.649854999999999
8-303,50.1187,200.0,12.5893,5.62341,13.76657
8-303,50.1187,200.0,12.5893,5.62341,13.76657
8-303,200.0,200.0,12.5893,200.0,9.275006666666664
8-303,200.0,200.0,12.5893,3.98107,9.456254999999999
8-303,200.0,200.0,12.5893,3.98107,9.456254999999999
8-303,200.0,100.0,12.5893,3.98107,9.456254999999999
8-303,200.0,100.0,12.5893,3.98107,9.456254999999999
8-303,200.0,100.0,12.5893,3.98107,8.17864
8-303,200.0,100.0,12.5893,4.223955,8.17864
8-303,200.0,100.0,15.855266666666665,4.223955,8.17864
8-303,200.0,200.0,200.0,200.0,200.0
8-303,200.0,200.0,200.0,200.0,3.16228
8-303,200.0,35.4813,200.0,200.0,3.16228
8-303,200.0,35.4813,12.5893,200.0,3.16228
8-303,200.0,35.4813,12.5893,200.0,3.3552049999999998
8-303,200.0,25.6651,12.5893,200.0,3.3552049999999998
8-303,200.0,25.6651,10.750905,200.0,3.3552049999999998
8-303,200.0,25.483033333333335,10.750905,200.0,3.3552049999999998
8-303,200.0,25.483033333333335,10.750905,200.0,3.419513333333333
8-303,200.0,25.483033333333335,16.56187,200.0,3.419513333333333
8-303,200.0,25.483033333333335,16.56187,200.0,3.419513333333333
8-303,200.0,20.4839,18.548155,200.0,4.46861
8-303,200.0,20.4839,16.561870000000003,200.0,4.46861
8-303,200.0,25.1189,16.561870000000003,2.51189,4.92885
8-303,200.0,25.1189,16.561870000000003,2.51189,4.92885
8-303,200.0,200.0,20.38655,2.51189,4.92885
8-303,200.0,200.0,12.5893,2.51189,6.30957
8-303,200.0,200.0,12.5893,2.51189,7.126424999999999
8-303,200.0,200.0,12.5893,4.322353333333333,7.94328
8-303,200.0,200.0,12.5893,4.322353333333333,7.94328
8-303,200.0,200.0,12.5893,4.322353333333333,7.94328
8-303,200.0,200.0,12.5893,4.322353333333333,5.38083
8-303,200.0,200.0,12.5893,5.2275849999999995,5.38083
8-303,200.0,200.0,12.5893,5.2275849999999995,5.38083
8-303,200.0,200.0,200.0,200.0,3.16228
8-303,200.0,200.0,200.0,200.0,3.16228
8-303,200.0,200.0,200.0,3.16228,3.16228
8-303,200.0,200.0,8.91251,3.16228,3.16228
8-303,200.0,14.1254,8.91251,3.16228,3.16228
8-303,200.0,14.1254,8.91251,3.16228,2.99033
8-303,200.0,14.1254,8.91251,2.837085,2.99033
8-303,200.0,14.1254,8.91251,2.728686666666667,2.99033
8-303,200.0,14.1254,9.456254999999999,2.728686666666667,2.99033
8-303,200.0,13.35735,9.456254999999999,2.728686666666667,2.99033
8-303,200.0,13.35735,9.456254999999999,2.728686666666667,4.96439
8-303,200.0,13.35735,9.456254999999999,2.728686666666667,4.96439
8-303,200.0,13.35735,9.456254999999999,2.6744875000000006,4.96439
8-303,200.0,12.5893,10.0,2.51189,5.865444999999999
8-303,200.0,12.5893,10.0,2.51189,5.865444999999999
8-303,200.0,12.5893,10.0,3.8697375000000003,5.865444999999999
8-303,200.0,12.5893,12.0627,3.8697375000000003,5.865444999999999
8-303,200.0,16.27095,12.0627,3.8697375000000003,5.865444999999999
8-303,200.0,16.27095,11.012636666666666,4.322353333333333,8.91251
8-303,200.0,16.27095,11.012636666666666,4.322353333333333,8.91251
8-303,200.0,16.27095,11.012636666666666,4.322353333333333,6.44679
8-303,200.0,16.27095,11.012636666666666,3.8697375000000003,6.44679
8-303,200.0,19.9526,17.073903333333334,4.322353333333333,3.98107
8-303,200.0,19.9526,17.073903333333334,5.2275849999999995,3.98107
8-303,200.0,19.9526,15.9527525,5.2275849999999995,3.98107
8-303,200.0,19.9526,15.9527525,4.539149999999999,3.98107
8-303,200.0,19.9526,15.9527525,4.539149999999999,3.399725
8-303,200.0,44.6684,20.38655,3.16228,2.81838
8-303,200.0,44.6684,22.985633333333336,3.16228,2.81838
8-303,200.0,44.6684,22.985633333333336,3.16228,2.81838
8-303,200.0,44.6684,22.985633333333336,3.16228,3.399725
8-303,200.0,200.0,200.0,200.0,3.54813
8-303,200.0,17.7828,200.0,200.0,3.54813
8-303,70.7946,17.7828,200.0,200.0,3.54813
8-303,70.7946,17.7828,200.0,2.51189,3.54813
8-303,70.7946,17.7828,10.0,2.51189,3.54813
8-303,70.7946,17.7828,10.0,2.51189,3.54813
8-303,70.7946,17.7828,5.99763,2.51189,3.54813
8-303,70.7946,17.7828,5.99763,2.51189,8.836765
