label,ble_id,8-302-0,8-302-1,8-303-0,8-303-1,8-320-0,8-320-1,8-322-0,8-322-1,8-417-0
8-302,15070,6.952557055181522,5.441557338155266,10.0,4.784982490275732,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.441557338155266,10.0,4.7628838330379475,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.7628838330379475,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.673266993989576,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.673266993989576,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.654429055187251,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,7.027887922864201,5.683503506760031,10.0,4.654429055187251,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,7.027887922864201,5.683503506760031,10.0,4.741731546753451,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,7.027887922864201,5.683503506760031,10.0,4.741731546753451,10.0,10.0,10.0,5.198565400730574,10.0
8-302,15070,7.116802577206627,5.683503506760031,10.0,4.63783215744201,10.0,10.0,10.0,5.198565400730574,10.0
8-302,15070,7.116802577206627,5.683503506760031,10.0,4.63783215744201,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,7.116802577206627,5.683503506760031,10.0,4.668439432210345,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,7.1584285495115605,5.683503506760031,10.0,4.63581202899617,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.85827714553019,5.683503506760031,10.0,4.697755430555064,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.85827714553019,5.683503506760031,10.0,4.766059775462005,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.85827714553019,5.241438819512294,10.0,4.766059775462005,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.758142420653869,5.241438819512294,10.0,4.766059775462005,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.758142420653869,5.084026150623958,10.0,4.806642490777178,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.657316664920256,5.084026150623958,10.0,4.806642490777178,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.657316664920256,5.016631089963228,10.0,4.806642490777178,10.0,10.0,10.0,5.1532712450750875,10.0
