label,ble_id,8-302-0,8-302-1,8-303-0,8-303-1,8-320-0,8-320-1,8-322-0,8-322-1,8-417-0
8-302,15070,6.952557055181522,5.441557338155266,10.0,4.784982490275732,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.441557338155266,10.0,4.7628838330379475,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.7628838330379475,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.673266993989576,10.0,10.0,10.0,10.0,10.0
8-302,15070,6.952557055181522,5.683503506760031,10.0,4.673266993989576,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,6.90056078067093,5.683503506760031,10.0,4.523215111464719,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,7.007723433901927,5.683503506760031,10.0,4.523215111464719,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,7.257808313111812,5.683503506760031,10.0,4.5895644287693615,10.0,10.0,10.0,5.062682933764114,10.0
8-302,15070,7.257808313111812,5.683503506760031,10.0,4.5895644287693615,10.0,10.0,10.0,5.198565400730574,10.0
8-302,15070,7.257808313111812,5.683503506760031,10.0,4.654646990594673,10.0,10.0,10.0,5.198565400730574,10.0
8-302,15070,7.257808313111812,5.683503506760031,10.0,4.654646990594673,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,7.257808313111812,5.683503506760031,10.0,4.697755430555064,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,7.059755899283093,5.925449675364796,10.0,4.732793819951882,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.850072833083965,10.0,10.0,4.752894638227597,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.850072833083965,10.0,10.0,4.837492879562808,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.850072833083965,4.3573094450168215,10.0,4.837492879562808,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.731552025721626,4.3573094450168215,10.0,4.837492879562808,10.0,10.0,10.0,5.1532712450750875,10.0
8-302,15070,6.731552025721626,4.663314388253539,10.0,5.0129746095286745,10.0,10.0,10.0,5.198565400730574,10.0
8-302,15070,6.618353709854451,4.663314388253539,10.0,5.0129746095286745,10.0,10.0,10.0,5.198565400730574,10.0
8-302,15070,6.618353709854451,4.713691561496039,10.0,5.0129746095286745,10.0,10.0,10.0,5.198565400730574,10.0
