label,id,timestamp,ble_id,place,proxi,detector,batt
8302,399249759,1717573206,15155,8-303,7.07946,1,0
8302,399249760,1717573206,15155,8-303,35.4813,0,0
8302,399249761,1717573206,15160,8-302,39.8107,1,2922
8302,399249762,1717573206,15153,8-302,12.5893,1,0
8302,399249764,1717573207,15162,8-302,25.1189,0,0
8302,399249765,1717573207,15160,8-302,112.202,0,2922
8302,399249766,1717573207,15153,8-302,15.8489,0,0
8302,399249769,1717573207,15155,8-322,5.62341,1,0
8302,399249772,1717573208,15163,8-303,8.91251,0,0
8302,399249774,1717573208,15163,8-303,8.91251,1,0
8302,399249775,1717573208,15163,8-302,3.54813,1,0
8302,399249784,1717573211,15161,8-302,112.202,0,2884
8302,399249785,1717573211,15164,8-302,1.99526,0,0
8302,399249793,1717573214,15162,8-322,1.77828,1,0
8302,399249797,1717573214,15155,8-303,44.6684,0,0
8302,399249798,1717573215,15155,8-302,19.9526,1,0
8302,399249800,1717573215,15162,8-302,5.62341,1,0
8302,399249801,1717573215,15155,8-303,25.1189,1,0
8302,399249802,1717573215,15162,8-303,5.62341,1,0
8302,399249804,1717573215,15162,8-320,89.1251,1,0
8302,399249806,1717573215,15162,8-302,5.01187,0,0
8302,399249809,1717573216,15163,8-322,19.9526,0,0
8302,399249813,1717573217,15163,8-302,7.94328,0,0
8302,399249816,1717573218,15158,8-322,19.9526,1,2895
8302,399249817,1717573218,15164,8-322,7.07946,1,0
8302,399249820,1717573219,15164,8-303,70.7946,0,0
8302,399249821,1717573219,15164,8-302,12.5893,1,0
8302,399249822,1717573219,15158,8-302,70.7946,1,2895
8302,399249825,1717573219,15164,8-303,56.2341,1,0
8302,399249826,1717573219,15158,8-303,89.1251,1,2895
8302,399249828,1717573219,15158,8-302,100.0,0,2895
8302,399249831,1717573221,15153,8-303,35.4813,0,0
8302,399249832,1717573221,15153,8-302,14.1254,1,0
8302,399249834,1717573221,15162,8-303,8.91251,1,0
8302,399249835,1717573221,15153,8-303,14.1254,1,0
8302,399249836,1717573221,15153,8-302,14.1254,0,0
8302,399249837,1717573222,15162,8-322,12.5893,0,0
8302,399249838,1717573222,15153,8-322,7.07946,1,0
8302,399249839,1717573222,15162,8-322,1.58489,1,0
8302,399249843,1717573223,15162,8-320,79.4328,1,0
8302,399249846,1717573223,15155,8-303,44.6684,0,0
8302,399249848,1717573224,15163,8-302,10.0,0,0
8302,399249849,1717573224,15155,8-303,25.1189,1,0
8302,399249852,1717573224,15163,8-322,2.23872,1,0
8302,399249854,1717573225,15163,8-302,3.16228,1,0
8302,399249858,1717573226,15070,8-302,158.489,0,2833
8302,399249860,1717573226,15070,8-303,177.828,1,2833
8302,399249869,1717573231,15155,8-322,2.81838,1,0
8302,399249871,1717573232,15163,8-303,10.0,0,0
8302,399249872,1717573232,15159,8-302,177.828,0,2882
8302,399249874,1717573232,15163,8-303,6.30957,1,0
8302,399249878,1717573233,15163,8-302,3.54813,1,0
8302,399249881,1717573234,15164,8-303,79.4328,0,0
8302,399249882,1717573234,15164,8-302,7.07946,0,0
8302,399249883,1717573234,15164,8-303,50.1187,1,0
8302,399249886,1717573235,15164,8-322,70.7946,0,0
8302,399249888,1717573235,15164,8-302,14.1254,1,0
8302,399249895,1717573238,15155,8-302,7.94328,1,0
8302,399249897,1717573238,15160,8-302,50.1187,1,2921
8302,399249899,1717573238,15160,8-303,223.872,0,2921
8302,399249900,1717573238,15160,8-302,89.1251,0,2921
8302,399249902,1717573238,15155,8-303,12.5893,1,0
8302,399249903,1717573239,15162,8-303,5.62341,1,0
8302,399249904,1717573239,15160,8-303,125.893,1,2921
8302,399249905,1717573239,15153,8-303,63.0957,1,0
8302,399249907,1717573239,15155,8-322,3.16228,1,0
8302,399249909,1717573239,15155,8-322,63.0957,0,0
8302,399249912,1717573240,15160,8-302,39.8107,1,2921
8302,399249913,1717573240,15163,8-302,3.54813,1,0
8302,399249915,1717573240,15163,8-303,79.4328,0,0
8302,399249923,1717573243,15161,8-302,89.1251,0,2881
8302,399249924,1717573243,15164,8-302,3.16228,0,0
8302,399249932,1717573245,15153,8-322,5.62341,1,0
8302,399249934,1717573246,15155,8-302,35.4813,1,0
8302,399249935,1717573246,15153,8-302,17.7828,1,0
8302,399249936,1717573247,15155,8-302,17.7828,0,0
8302,399249941,1717573248,15163,8-302,3.98107,1,0
8302,399249943,1717573249,15163,8-303,25.1189,0,0
8302,399249944,1717573249,15163,8-302,12.5893,0,0
8302,399249947,1717573249,15163,8-322,25.1189,0,0
8302,399249948,1717573249,15163,8-303,8.91251,1,0
8302,399249952,1717573251,15164,8-302,4.46684,1,0
8302,399249953,1717573251,15158,8-302,70.7946,1,2910
8302,399249954,1717573251,15164,8-303,70.7946,0,0
8302,399249955,1717573251,15164,8-302,12.5893,0,0
8302,399249956,1717573251,15158,8-302,100.0,0,2910
8302,399249959,1717573251,15164,8-322,14.1254,1,0
8302,399249960,1717573251,15158,8-303,79.4328,1,2910
8302,399249963,1717573253,15162,8-302,4.46684,0,0
8302,399249964,1717573253,15153,8-302,25.1189,0,0
8302,399249965,1717573254,15153,8-322,35.4813,0,0
8302,399249968,1717573254,15155,8-322,5.62341,1,0
8302,399249969,1717573254,15155,8-303,6.30957,1,0
8302,399249970,1717573254,15162,8-303,10.0,1,0
8302,399249973,1717573254,15162,8-320,70.7946,1,0
8302,399249974,1717573255,15155,8-302,7.07946,1,0
8302,399249975,1717573255,15162,8-302,3.16228,1,0
8302,399249980,1717573256,15070,8-303,89.1251,1,2826
8302,399249983,1717573257,15163,8-302,3.98107,1,0
8302,399249984,1717573257,15070,8-302,100.0,0,2826
8302,399249985,1717573257,15163,8-302,10.0,0,0
8302,399249989,1717573258,15164,8-322,5.01187,1,0
8302,399249992,1717573258,15070,8-303,89.1251,1,2826
8302,399250001,1717573261,15153,8-302,28.1838,1,0
8302,399250002,1717573261,15162,8-303,39.8107,0,0
8302,399250003,1717573261,15153,8-303,31.6228,0,0
8302,399250005,1717573262,15162,8-302,22.3872,0,0
8302,399250006,1717573262,15153,8-302,12.5893,0,0
8302,399250007,1717573262,15153,8-322,5.01187,1,0
8302,399250008,1717573262,15162,8-322,1.99526,1,0
8302,399250010,1717573262,15155,8-322,50.1187,0,0
8302,399250012,1717573262,15155,8-322,3.16228,1,0
8302,399250015,1717573262,15155,8-303,7.07946,1,0
8302,399250016,1717573262,15162,8-303,10.0,1,0
8302,399250018,1717573263,15162,8-320,63.0957,1,0
8302,399250019,1717573263,15155,8-302,19.9526,1,0
8302,399250020,1717573264,15163,8-303,79.4328,0,0
8302,399250022,1717573264,15163,8-302,8.91251,0,0
8302,399250026,1717573264,15163,8-303,5.62341,1,0
8302,399250028,1717573265,15159,8-302,223.872,1,2884
8302,399250029,1717573265,15163,8-302,3.98107,1,0
8302,399250031,1717573266,15164,8-302,3.16228,0,0
8302,399250041,1717573269,15162,8-320,79.4328,1,0
8302,399250042,1717573270,15162,8-302,5.01187,1,0
8302,399250043,1717573270,15160,8-302,56.2341,1,2912
8302,399250044,1717573270,15153,8-302,11.2202,1,0
8302,399250047,1717573270,15162,8-303,22.3872,0,0
8302,399250048,1717573270,15155,8-302,15.8489,0,0
8302,399250049,1717573270,15160,8-302,70.7946,0,2912
8302,399250050,1717573270,15153,8-302,28.1838,0,0
8302,399250051,1717573270,15153,8-322,3.16228,1,0
8302,399250054,1717573270,15162,8-322,1.58489,1,0
8302,399250055,1717573270,15160,8-322,14.1254,1,2912
8302,399250057,1717573270,15162,8-322,19.9526,0,0
8302,399250059,1717573271,15162,8-303,10.0,1,0
8302,399250060,1717573271,15160,8-303,141.254,1,2912
8302,399250062,1717573272,15160,8-302,44.6684,1,2912
8302,399250063,1717573272,15163,8-302,28.1838,0,0
8302,399250070,1717573274,15161,8-302,125.893,1,2887
8302,399250072,1717573274,15161,8-322,22.3872,1,2887
8302,399250073,1717573274,15161,8-302,89.1251,0,2887
8302,399250075,1717573274,15164,8-302,3.16228,0,0
8302,399250082,1717573277,15162,8-303,7.07946,1,0
8302,399250083,1717573278,15155,8-303,31.6228,0,0
8302,399250087,1717573279,15155,8-302,15.8489,0,0
8302,399250088,1717573279,15162,8-302,4.46684,0,0
8302,399250089,1717573279,15153,8-302,31.6228,0,0
8302,399250094,1717573280,15163,8-302,3.98107,1,0
8302,399250095,1717573280,15163,8-303,89.1251,0,0
8302,399250097,1717573281,15163,8-302,8.91251,0,0
8302,399250098,1717573281,15163,8-322,11.2202,0,0
8302,399250100,1717573282,15158,8-303,39.8107,1,2900
8302,399250102,1717573282,15164,8-302,12.5893,1,0
8302,399250103,1717573282,15158,8-302,125.893,1,2900
8302,399250106,1717573283,15164,8-302,3.16228,0,0
8302,399250107,1717573283,15158,8-302,100.0,0,2900
8302,399250111,1717573284,15158,8-303,31.6228,1,2900
8302,399250115,1717573285,15153,8-322,5.01187,1,0
8302,399250116,1717573285,15153,8-302,8.91251,0,0
8302,399250119,1717573286,15162,8-320,44.6684,1,0
8302,399250120,1717573286,15155,8-303,7.07946,1,0
8302,399250121,1717573286,15162,8-303,5.62341,1,0
8302,399250122,1717573286,15153,8-303,44.6684,1,0
8302,399250124,1717573286,15155,8-303,35.4813,0,0
8302,399250125,1717573287,15155,8-302,10.0,1,0
8302,399250126,1717573287,15153,8-303,35.4813,0,0
8302,399250127,1717573287,15162,8-302,7.07946,1,0
8302,399250129,1717573287,15153,8-302,35.4813,1,0
8302,399250131,1717573287,15070,8-302,199.526,0,2823
8302,399250134,1717573288,15070,8-303,56.2341,1,2823
8302,399250135,1717573288,15163,8-303,7.94328,1,0
8302,399250138,1717573289,15163,8-302,3.98107,1,0
8302,399250141,1717573290,15163,8-322,28.1838,0,0
8302,399250147,1717573292,15164,8-302,7.07946,0,0
8302,399250154,1717573293,15153,8-302,28.1838,1,0
8302,399250156,1717573293,15153,8-322,6.30957,1,0
8302,399250157,1717573294,15162,8-302,5.01187,0,0
8302,399250158,1717573294,15153,8-302,8.91251,0,0
8302,399250160,1717573294,15162,8-322,15.8489,0,0
8302,399250162,1717573294,15162,8-320,89.1251,1,0
8302,399250165,1717573295,15162,8-303,8.91251,1,0
8302,399250166,1717573295,15162,8-303,44.6684,0,0
8302,399250167,1717573295,15155,8-302,15.8489,1,0
8302,399250168,1717573295,15162,8-302,5.62341,1,0
8302,399250170,1717573295,15155,8-322,7.94328,1,0
8302,399250172,1717573297,15163,8-320,56.2341,1,0
8302,399250174,1717573297,15163,8-303,5.62341,1,0
8302,399250175,1717573297,15163,8-303,8.91251,0,0
8302,399250176,1717573297,15163,8-322,3.98107,1,0
8302,399250177,1717573297,15159,8-302,89.1251,1,2876
8302,399250179,1717573297,15163,8-302,3.98107,1,0
8302,399250187,1717573301,15153,8-303,39.8107,1,0
8302,399250189,1717573301,15153,8-303,39.8107,0,0
8302,399250191,1717573302,15160,8-302,50.1187,1,2924
8302,399250192,1717573302,15153,8-302,28.1838,1,0
8302,399250193,1717573302,15155,8-302,15.8489,0,0
8302,399250194,1717573302,15162,8-302,5.01187,0,0
8302,399250196,1717573302,15160,8-302,125.893,0,2924
8302,399250197,1717573302,15162,8-322,15.8489,0,0
8302,399250198,1717573302,15153,8-322,50.1187,0,0
8302,399250201,1717573303,15155,8-303,8.91251,1,0
8302,399250202,1717573303,15155,8-303,35.4813,0,0
8302,399250203,1717573303,15155,8-322,5.01187,1,0
8302,399250204,1717573303,15160,8-303,177.828,0,2924
8302,399250205,1717573304,15160,8-302,44.6684,1,2924
8302,399250206,1717573304,15163,8-302,3.98107,1,0
8302,399250207,1717573304,15163,8-302,50.1187,0,0
8302,399250212,1717573305,15163,8-303,8.91251,1,0
8302,399250214,1717573306,15163,8-303,89.1251,0,0
8302,399250215,1717573306,15164,8-302,11.2202,1,0
8302,399250216,1717573306,15161,8-302,158.489,0,2886
8302,399250224,1717573308,15161,8-322,25.1189,1,2886
8302,399250225,1717573308,15161,8-302,112.202,1,2886
8302,399250230,1717573310,15155,8-303,6.30957,1,0
8302,399250231,1717573310,15162,8-303,6.30957,1,0
8302,399250232,1717573310,15153,8-303,39.8107,1,0
8302,399250235,1717573310,15153,8-322,3.16228,1,0
8302,399250236,1717573310,15155,8-322,7.07946,1,0
8302,399250237,1717573310,15155,8-303,44.6684,0,0
8302,399250238,1717573310,15162,8-303,22.3872,0,0
8302,399250239,1717573310,15153,8-303,31.6228,0,0
8302,399250240,1717573310,15155,8-302,11.2202,1,0
8302,399250241,1717573310,15162,8-302,6.30957,1,0
8302,399250242,1717573311,15155,8-302,12.5893,0,0
8302,399250244,1717573311,15162,8-302,5.01187,0,0
8302,399250245,1717573311,15155,8-322,50.1187,0,0
8302,399250246,1717573311,15162,8-322,14.1254,0,0
8302,399250249,1717573312,15163,8-303,6.30957,1,0
8302,399250256,1717573314,15158,8-322,17.7828,1,2902
8302,399250257,1717573314,15158,8-303,281.838,1,2902
8302,399250258,1717573314,15164,8-322,3.98107,1,0
8302,399250261,1717573314,15164,8-303,63.0957,0,0
8302,399250262,1717573314,15164,8-302,8.91251,1,0
8302,399250263,1717573314,15158,8-302,100.0,1,2902
8302,399250264,1717573315,15158,8-302,112.202,0,2902
8302,399250269,1717573316,15158,8-303,281.838,1,2902
8302,399250270,1717573317,15158,8-302,79.4328,1,2902
8302,399250271,1717573317,15153,8-302,10.0,0,0
8302,399250274,1717573317,15162,8-320,70.7946,1,0
8302,399250275,1717573318,15070,8-303,70.7946,1,2827
8302,399250276,1717573319,15153,8-302,31.6228,1,0
8302,399250277,1717573319,15070,8-302,100.0,1,2827
8302,399250284,1717573321,15163,8-302,8.91251,0,0
8302,399250289,1717573322,15164,8-322,4.46684,1,0
8302,399250292,1717573323,15164,8-303,50.1187,1,0
8302,399250293,1717573323,15164,8-302,5.01187,1,0
8302,399250295,1717573323,15164,8-302,3.16228,0,0
8302,399250302,1717573325,15162,8-322,15.8489,0,0
8302,399250303,1717573325,15153,8-302,28.1838,0,0
8302,399250305,1717573326,15162,8-320,63.0957,1,0
8302,399250306,1717573327,15162,8-322,7.07946,1,0
8302,399250308,1717573327,15155,8-303,22.3872,1,0
8302,399250310,1717573327,15162,8-303,6.30957,1,0
8302,399250311,1717573327,15162,8-303,39.8107,0,0
8302,399250312,1717573327,15162,8-302,3.54813,1,0
8302,399250313,1717573328,15155,8-302,15.8489,0,0
8302,399250314,1717573329,15163,8-322,2.23872,1,0
8302,399250316,1717573329,15163,8-303,25.1189,0,0
8302,399250317,1717573329,15163,8-303,6.30957,1,0
8302,399250318,1717573329,15159,8-302,89.1251,1,2874
8302,399250319,1717573329,15163,8-302,4.46684,1,0
8302,399250323,1717573331,15164,8-322,5.62341,1,0
8302,399250326,1717573331,15164,8-303,63.0957,0,0
8302,399250327,1717573331,15164,8-302,4.46684,1,0
8302,399250331,1717573333,15153,8-322,7.94328,1,0
8302,399250334,1717573333,15162,8-303,5.01187,1,0
8302,399250335,1717573333,15160,8-303,199.526,0,2920
8302,399250336,1717573333,15153,8-303,14.1254,1,0
8302,399250337,1717573333,15153,8-303,100.0,0,0
8302,399250338,1717573334,15160,8-302,50.1187,1,2920
8302,399250339,1717573334,15153,8-302,25.1189,1,0
8302,399250341,1717573334,15153,8-322,44.6684,0,0
8302,399250343,1717573334,15160,8-302,89.1251,0,2920
8302,399250344,1717573334,15153,8-302,22.3872,0,0
8302,399250347,1717573335,15160,8-322,12.5893,1,2920
8302,399250350,1717573336,15160,8-303,141.254,1,2920
8302,399250351,1717573336,15160,8-303,177.828,0,2920
8302,399250352,1717573336,15163,8-303,8.91251,0,0
8302,399250353,1717573336,15160,8-302,39.8107,1,2920
8302,399250356,1717573336,15163,8-302,4.46684,1,0
8302,399250357,1717573336,15160,8-302,100.0,0,2920
8302,399250359,1717573336,15163,8-302,44.6684,0,0
8302,399250364,1717573338,15164,8-303,70.7946,0,0
8302,399250365,1717573338,15164,8-302,11.2202,1,0
8302,399250367,1717573338,15161,8-302,89.1251,0,2887
8302,399250368,1717573338,15164,8-302,7.07946,0,0
8302,399250370,1717573339,15164,8-322,3.98107,1,0
8302,399250378,1717573342,15162,8-322,1.41254,1,0
8302,399250382,1717573342,15162,8-303,22.3872,0,0
8302,399250383,1717573342,15155,8-303,7.94328,1,0
8302,399250384,1717573342,15162,8-303,10.0,1,0
8302,399250385,1717573342,15155,8-302,10.0,1,0
8302,399250388,1717573342,15155,8-322,50.1187,0,0
8302,399250389,1717573342,15162,8-322,12.5893,0,0
8302,399250390,1717573342,15162,8-302,5.01187,0,0
8302,399250392,1717573343,15162,8-320,63.0957,1,0
8302,399250394,1717573344,15163,8-322,2.51189,1,0
8302,399250396,1717573344,15163,8-303,25.1189,0,0
8302,399250398,1717573344,15163,8-302,4.46684,1,0
8302,399250399,1717573344,15163,8-322,35.4813,0,0
8302,399250400,1717573344,15163,8-302,39.8107,0,0
8302,399250402,1717573346,15158,8-322,15.8489,1,2902
8302,399250403,1717573346,15164,8-322,7.07946,1,0
8302,399250407,1717573346,15164,8-303,44.6684,1,0
8302,399250409,1717573346,15158,8-303,63.0957,1,2902
8302,399250410,1717573346,15164,8-302,11.2202,1,0
8302,399250411,1717573346,15158,8-302,70.7946,1,2902
8302,399250412,1717573346,15158,8-322,158.489,0,2902
8302,399250413,1717573347,15164,8-302,7.07946,0,0
8302,399250414,1717573347,15158,8-302,100.0,0,2902
8302,399250418,1717573348,15158,8-303,177.828,1,2902
8302,399250419,1717573349,15070,8-302,141.254,0,2823
8302,399250421,1717573349,15158,8-302,112.202,0,2902
8302,399250423,1717573350,15153,8-322,3.16228,1,0
8302,399250424,1717573350,15155,8-322,3.54813,1,0
8302,399250428,1717573350,15155,8-303,31.6228,0,0
8302,399250429,1717573350,15153,8-303,44.6684,0,0
8302,399250430,1717573351,15155,8-302,11.2202,1,0
8302,399250431,1717573351,15155,8-303,7.07946,1,0
8302,399250433,1717573351,15070,8-302,141.254,1,2823
8302,399250434,1717573351,15162,8-322,50.1187,0,0
8302,399250435,1717573351,15153,8-303,50.1187,1,0
8302,399250436,1717573351,15070,8-303,79.4328,1,2823
8302,399250437,1717573351,15155,8-302,15.8489,0,0
8302,399250439,1717573352,15163,8-322,2.51189,1,0
8302,399250442,1717573353,15163,8-303,3.98107,1,0
8302,399250446,1717573355,15164,8-303,63.0957,0,0
8302,399250447,1717573355,15164,8-302,7.94328,1,0
8302,399250456,1717573357,15153,8-303,14.1254,1,0
8302,399250458,1717573357,15153,8-302,28.1838,0,0
8302,399250459,1717573358,15153,8-322,3.54813,1,0
8302,399250460,1717573358,15162,8-322,1.58489,1,0
8302,399250461,1717573358,15155,8-322,6.30957,1,0
8302,399250462,1717573359,15162,8-303,39.8107,0,0
8302,399250463,1717573359,15155,8-302,11.2202,1,0
8302,399250464,1717573359,15162,8-322,14.1254,0,0
8302,399250466,1717573359,15155,8-303,12.5893,1,0
8302,399250467,1717573359,15162,8-303,10.0,1,0
8302,399250468,1717573359,15155,8-302,22.3872,0,0
