label,ble_id,C0,C1
8-302,15070,-4.472006006779964,0.8689769042018121
8-302,15070,-4.475576474829325,0.8669033918331026
8-302,15070,-4.400848042058663,0.8521367802425432
8-302,15070,-4.415862630008229,0.8434172136775753
8-302,15070,-3.1673039318144194,1.611284149297428
8-302,15070,-3.170376117556487,1.6095000092219307
8-302,15070,-3.1307469522236726,1.5703587910564154
8-302,15070,-3.1163397917990276,1.5787256003725834
8-302,15070,-3.1376572512564294,1.5656153058446327
8-302,15070,-3.1079648778594122,1.5094954258039082
8-302,15070,-3.100859058040278,1.5138655239798917
8-302,15070,-3.095720693899598,1.5168495757773968
8-302,15070,-3.0793835696541043,1.4919916312114017
8-302,15070,-3.226944978083242,1.653951582171447
8-302,15070,-3.2155916838799796,1.660544890284166
8-302,15070,-3.3521503214311057,1.687529376446775
8-302,15070,-3.4048280044281385,1.7395584480995516
8-302,15070,-3.4467693923040192,1.7530480210222075
8-302,15070,-3.499810604581095,1.8054361458808796
8-302,15070,-3.5206262796666956,1.8095493993988234
8-302,15070,-3.6568121560748432,1.8779812246164767
8-302,15070,-3.6490299703783466,1.876443436264104
8-302,15070,-3.6221412962466433,1.888180961344879
8-302,15070,-3.669261694116582,1.9347211737764032
8-302,15070,-3.7031389636590917,2.0130488514277873
8-302,15070,-3.7230739020986134,2.0327383343635113
8-302,15070,-3.7232561126387718,2.0333629180415698
8-302,15070,-3.7387610647583998,2.04867696032491
8-302,15070,-5.076067034471809,1.3853877937320254
8-302,15070,-5.072475691760722,1.3874734288444988
8-302,15070,-5.0970452280009315,1.3923284590541216
8-302,15070,-5.110128919794845,1.405251053578006
8-302,15070,-5.136606021693955,1.4257693891961527
8-302,15070,-5.15657180783107,1.4454893400070208
8-302,15070,-5.1630457704006485,1.4417296532441097
8-302,15070,-5.163961294312613,1.4419105641171017
8-302,15070,-5.1837819931015945,1.459335890590239
8-302,15070,-5.18973265583786,1.4652132838291199
8-302,15070,-5.2167828572123005,1.4763604823929992
8-302,15070,-5.209441706183856,1.4691097217076006
8-302,15070,-5.20837516985468,1.4688989702287294
8-302,15070,-5.207575267607798,1.4687409066195756
8-302,15070,-5.274545401256013,1.4984308307215908
8-302,15070,-5.216680051831117,1.4412779674946632
8-302,15070,-5.202361121681892,1.4495935379914815
8-302,15070,-5.175261340542481,1.4442385221369014
8-302,15070,-5.172458783382369,1.434349932888994
8-302,15070,-5.165288836877644,1.4385138051194681
8-302,15070,-5.1719686724734455,1.4398337650607493
8-302,15070,-5.160190908064831,1.4282010182605565
8-302,15070,-5.17116482447389,1.4303695042735998
8-302,15070,-5.165787364595346,1.4334924084464553
8-302,15070,-5.195828091520042,1.4394285659429789
8-302,15070,-5.20680723321,1.4444175299225088
8-302,15070,-5.151455909350503,1.3897477374921159
8-302,15070,-5.155292593756627,1.3875196227293036
8-302,15070,-5.150707373442633,1.3829908594525662
8-302,15070,-5.107898565678174,1.3455583839504326
8-302,15070,-5.105969520259496,1.3466786571135396
8-302,15070,-5.105126130566216,1.345845651933996
8-302,15070,-5.113698680960017,1.3475396192408475
8-302,15070,-5.105063497597187,1.3525544126128535
8-302,15070,-5.0582499645961185,1.3203393466017512
8-302,15070,-5.039554629359724,1.3166450799919003
8-302,15070,-5.016077995774433,1.2901035251948312
8-302,15070,-5.017218668333281,1.289441091411159
