label,ble_id,C0,C1
8-302,15070,-3.3370939016970382,0.9377338257527301
8-302,15070,-3.334728558800126,0.9393953379718785
8-302,15070,-3.2023987654880433,0.9248847280799926
8-302,15070,-3.051302229751968,0.6793552263326679
8-302,15070,-2.304951568426514,0.8499182565237756
8-302,15070,-2.5391209135931114,1.1221153573701215
8-302,15070,-2.383466542135958,0.9573697648944033
8-302,15070,-2.1678479884587256,1.0013645384059464
8-302,15070,-2.172008860453738,1.0004136570408166
8-302,15070,-0.892583557309814,0.6353973553913687
8-302,15070,-0.8911965999781433,0.6357143158464119
8-302,15070,-0.8846756328492151,0.6402949060769124
8-302,15070,-1.046395135636362,0.9094201335799003
8-302,15070,-1.2240494884649165,1.2277849155186238
8-302,15070,-1.2282936557909,1.224803641268096
8-302,15070,-2.866339801815203,1.4044234231399697
8-302,15070,-2.937876165944573,1.4801379731505095
8-302,15070,-2.907583382785345,1.4313876541117434
8-302,15070,-2.969018087183669,1.4964105421933578
8-302,15070,-2.957546981718588,1.4951526793019685
8-302,15070,-3.8241413819114887,1.5384624972025456
8-302,15070,-3.818405829178948,1.537833565756851
8-302,15070,-3.8449930150939693,1.5692385838916307
8-302,15070,-3.870749144875277,1.5964990380695656
8-302,15070,-3.2028358503239227,2.0767024916435592
8-302,15070,-3.20367468328215,2.077590317866476
8-302,15070,-3.926167307467757,1.576627395874448
8-302,15070,-3.9270061404259846,1.5775152220973647
8-302,15070,-3.970771856353058,1.62383713861684
8-302,15070,-3.9447654883715386,1.6421050600388771
8-302,15070,-3.9945594354194505,1.647565210187268
8-302,15070,-4.002809278829929,1.6562968977574133
8-302,15070,-4.02812519827058,1.6442059781207845
8-302,15070,-4.051080281376155,1.6685017863987956
8-302,15070,-4.067003665233756,1.6573165595616495
8-302,15070,-4.056779921130627,1.6561954759522683
8-302,15070,-4.1005817391738,1.6762270423577899
8-302,15070,-4.1010303509552655,1.6767018559658962
8-302,15070,-4.121206347699997,1.6980562612831525
8-302,15070,-4.1010303509552655,1.6767018559658957
8-302,15070,-4.08898079315278,1.6753805629428709
8-302,15070,-4.081751058471289,1.6745877871290558
8-302,15070,-4.116271601147335,1.6635411996006966
8-302,15070,-3.985467638344853,1.5250974402103694
8-302,15070,-3.919275597130721,1.5715933987588022
8-302,15070,-3.876146019777376,1.5668640293846627
8-302,15070,-3.7641498319709297,1.577604427188971
8-302,15070,-3.7470870509623357,1.5895900125243754
8-302,15070,-3.758525416666656,1.5908442853406612
8-302,15070,-3.7580730171564607,1.5903654627759936
8-302,15070,-3.7371281005451684,1.5724146464196866
8-302,15070,-3.7285967100408715,1.5784074390873888
8-302,15070,-3.7597724254959783,1.5818260089630523
8-302,15070,-3.723200193057264,1.593049259061755
8-302,15070,-3.63193218808965,1.4964506128964896
8-302,15070,-3.6820162751380314,1.461269530811345
8-302,15070,-3.704144895695316,1.4846906057882447
8-302,15070,-3.8276795757879656,1.5170554135290197
8-302,15070,-3.82939484496387,1.5158505393018558
8-302,15070,-3.839818674430775,1.526883187760841
8-302,15070,-3.841150921802092,1.5270292752094858
8-302,15070,-3.797904484008267,1.557407316770769
8-302,15070,-3.7658691804571403,1.5032646752209755
8-302,15070,-3.7189449343858634,1.498119201838384
8-302,15070,-3.652381857828314,1.4389318499967223
8-302,15070,-3.6616325343362384,1.43243380183915
8-302,15070,-3.6033030472434744,1.4260376879239656
8-302,15070,-3.6333882530527313,1.4578800641412262
8-302,15070,-3.597221170202868,1.5285677040997816
8-302,15070,-3.569354977607308,1.4990739458055489
8-302,15070,-3.5484438602001744,1.4110173985772614
8-302,15070,-3.5484438602001744,1.4110173985772614
8-302,15070,-3.5549042784172675,1.4178551469607614
8-302,15070,-3.5299030444729413,1.4151136392208807
8-302,15070,-3.497219116872255,1.4231247534405373
8-302,15070,-3.480372661358065,1.4052943560747615
8-302,15070,-3.494648907814323,1.4068598164133765
8-302,15070,-3.5261318613749415,1.3828824129301853
8-302,15070,-3.6492995218900703,1.5132438606393401
8-302,15070,-3.7424735204667257,1.6118598227555612
8-302,15070,-3.77319623610337,1.6152287189826662
8-302,15070,-3.8623738829578813,1.7096149166146486
8-302,15070,-3.890658384569387,1.7127164507332961
8-302,15070,-4.011084438540578,1.804243429545941
8-302,15070,-4.079790135104366,1.8769619827153519
8-302,15070,-4.093119323569252,1.878423593507211
8-302,15070,-3.7409575691240855,2.4154273620935443
8-302,15070,-3.739383537229558,2.4152547617878444
8-302,15070,-3.726327360894585,2.4042071435213304
8-302,15070,-4.329410684478583,1.9805771012946525
8-302,15070,-4.357093874450076,2.0098771684291417
8-302,15070,-4.3609261480055554,2.013933271521629
8-302,15070,-4.341222193178027,1.979626403727488
8-302,15070,-4.271749042746642,2.028427145681296
8-302,15070,-3.5113709658527634,2.202195852009746
8-302,15070,-3.498182124252587,2.2007496309389194
8-302,15070,-3.52164598302557,2.2255839306706546
8-302,15070,-3.506655535047514,2.223940154637534
8-302,15070,-3.513833957478225,2.2247273038117608
8-302,15070,-3.5369916742886867,2.208460389827158
8-302,15070,-3.559015969164003,2.2317710458281863
8-302,15070,-3.5540880589812684,2.2067589942665933
8-302,15070,-3.521791500533275,2.1725761081283395
8-302,15070,-3.503768059081415,2.170599749507417
8-302,15070,-3.5042283319603205,2.1710869052964
8-302,15070,-3.511175647003459,2.166206831101019
8-302,15070,-3.4711802569224055,2.1361086091436183
8-302,15070,-3.4481528928468412,2.111736298219944
8-302,15070,-3.4551002078899797,2.106856224024563
8-302,15070,-4.288514642403489,1.953141034306137
8-302,15070,-4.291453468969058,1.9534632910312895
8-302,15070,-4.2024296478742444,1.86824638342692
8-302,15070,-4.211922628114159,1.8692873351999495
8-302,15070,-4.164495123510313,1.7982885818854748
8-302,15070,-4.149514009892526,1.7966458294106706
8-302,15070,-4.116775732764377,1.8196425152414215
8-302,15070,-4.042721238345687,1.8462562184565954
8-302,15070,-4.013508983425734,1.8153377791009477
8-302,15070,-3.9355582623054643,1.8700935085141492
8-302,15070,-3.872270892243367,1.8208017913484866
8-302,15070,-3.8124154153732492,1.7574503678865467
8-302,15070,-3.8157870897660753,1.7610189698492242
8-302,15070,-3.7579466806611843,1.7282903176198199
8-302,15070,-3.714719023025196,1.7235501932623631
8-302,15070,-2.9683683616997425,1.8941132234534708
8-302,15070,-2.8581293613339054,1.9453283849228549
8-302,15070,-2.8756829840111715,1.9472532256143116
8-302,15070,-2.9168988318282048,1.9183015523241678
8-302,15070,-2.8498304980448266,1.8473159945009918
8-302,15070,-2.89571358540257,1.7983135308639264
8-302,15070,-2.6981442088955343,1.9370942267302689
8-302,15070,-2.667657645703322,1.9048270512656078
8-302,15070,-2.6831957067562873,1.82348892992032
8-302,15070,-2.6822474126936178,1.8224852493572028
8-302,15070,-2.6936178503443426,1.8237320735297504
8-302,15070,-3.4043468727630333,1.5840054373998542
8-302,15070,-3.30562632000338,1.4795189664985446
8-302,15070,-3.317604132608379,1.4808323923093092
8-302,15070,-3.1876119515892296,1.4565954014854412
8-302,15070,-3.1848551076259275,1.456293100043846
8-302,15070,-3.250711566461606,1.4100328680883985
8-302,15070,-3.359319955930717,1.2789047868635148
8-302,15070,-3.3814225235124185,1.2813284416411717
8-302,15070,-3.419445219881245,1.321571909152978
8-302,15070,-2.6432452673703244,1.4989563784041229
8-302,15070,-2.5872806538524764,1.4198914369696118
8-302,15070,-2.6901132330161848,1.5287301031859006
8-302,15070,-2.7595863834475693,1.479929361232092
8-302,15070,-2.8927996901319144,1.6064752231554973
8-302,15070,-2.8853292109199664,1.5985684196887617
8-302,15070,-2.876493303350856,1.597599519151951
8-302,15070,-2.979350346975707,1.6274831482533063
8-302,15070,-2.964281652894044,1.6258307921517328
8-302,15070,-2.9750490165891987,1.6372270394575668
8-302,15070,-2.9762417098519807,1.6373578241147762
8-302,15070,-3.7631712155554213,1.487788404611652
8-302,15070,-3.7277685409772148,1.5126566706372742
8-302,15070,-3.6996911151202307,1.4829393416943144
8-302,15070,-3.6996554487297413,1.4829354306999292
8-302,15070,-3.6213983409917367,1.4490171041768807
8-302,15070,-3.629633519622205,1.449920131843635
8-302,15070,-3.550560071837477,1.3662282837931048
8-302,15070,-3.584303329770938,1.3270928391471586
8-302,15070,-3.583057165944324,1.3269561911807652
8-302,15070,-3.4859522851889415,1.2241797579680738
8-302,15070,-3.1408361190095175,0.8404523101976464
8-302,15070,-3.1372576268046655,0.8400599110025286
8-302,15153,-4.914077109344251,-0.9015260647453186
8-302,15153,-4.885330801803175,-0.9319513423845499
8-302,15153,-2.6546591104419,0.32462807942420174
8-302,15153,-2.633245735139534,0.3222799979551378
8-302,15153,-2.637341837345878,0.2991643350157031
8-302,15153,-2.636129452277524,0.2994414005851899
8-302,15153,-2.648418504071178,0.31244821240651816
8-302,15153,-2.6573360258120333,0.31342606233694753
8-302,15153,-2.638162159948448,0.29313231881933727
8-302,15153,-2.63630047665874,0.29355776808816336
8-302,15153,-2.6186392480662,0.27486500963179017
8-302,15153,-2.6185266306968,0.27489074600581964
8-302,15153,-2.6335263688339676,0.2907665657676095
8-302,15153,-2.6258550189799594,0.29615523120653475
8-302,15153,-2.624489651577845,0.30386045218634616
8-302,15153,-2.60449401911611,0.30166783316283197
8-302,15153,-2.5968994455180785,0.3008350509751023
8-302,15153,-2.5974116146630184,0.30071800529422066
8-302,15153,-2.6086614182658945,0.3126248701155627
