label,ble_id,C0,C1,C2,C3
8-302,15070,-3.2436818465153956,3.1658288724676154,-1.1453539851494607,-0.2638610423320462
8-302,15070,-3.2552515833285067,3.1688551598399055,-1.166947873382111,-0.28116576195118714
8-302,15070,-3.072459713592467,3.1992355986924537,-1.1791100852836327,-0.33529625954106235
8-302,15070,-3.0976365233898924,3.205821077929816,-1.2261003691251988,-0.3729529185892762
8-302,15070,-4.06783845991895,2.6604090934954057,-0.13492306710278082,0.9056968611532559
8-302,15070,-4.076283262571654,2.662617994185385,-0.15068454271583367,0.893066068897167
8-302,15070,-4.029725507202865,2.577240119754234,-0.19402406682471643,0.9101155181735516
8-302,15070,-3.9969419341946333,2.5686649451745556,-0.1328364337054855,0.9591495237162022
8-302,15070,-3.991533101220544,2.571705592914784,-0.13891969900267856,0.9520211076302421
8-302,15070,-3.9658703809708835,2.4577520415221374,-0.2818232548800476,0.9133630547163307
8-302,15070,-3.96767332529558,2.4567384922753943,-0.2797954997809832,0.9157391934116508
8-302,15070,-3.960051184817297,2.4547447747127693,-0.2655694501965988,0.9271395395046507
8-302,15070,-3.9446432979982196,2.4188273617684026,-0.29354496137117997,0.9272773109701171
8-302,15070,-4.109660939354186,2.7504988324335327,-0.08822888389282928,0.8877252943725427
8-302,15070,-4.087955356575463,2.744821319441447,-0.047717337595843,0.9201900798921421
8-302,15070,-4.31233140926582,2.7075294915358676,-0.03278828685421124,0.9866349792025977
8-302,15070,-4.373258521075931,2.819257972867753,0.02392733464134252,0.9643234718256883
8-302,15070,-4.4441476172423275,2.8008962769139325,0.05837559417408163,1.0128768420707472
8-302,15070,-4.500578121117629,2.9043788532492543,0.11090542865187188,0.9922119924481274
8-302,15070,-4.55037384798498,2.8961026862764214,0.11421862952248836,1.0069580939955955
8-302,15070,-4.765873640462436,2.952016499127603,0.19902864839233633,1.064417547211426
8-302,15070,-4.75795091662444,2.9533332744713507,0.19850150325019142,1.0620713762124794
8-302,15070,-4.699961942909761,2.941683755953971,0.2921514675839148,1.1352143648622754
8-302,15070,-4.74623122814755,3.026532632231609,0.3352224616037028,1.1182705533432806
8-302,15070,-4.755725257239257,3.1412923224843388,0.5087246478497433,1.1780769889276062
8-302,15070,-4.777323460272671,3.1808992290441287,0.5288299092323104,1.1701677273199025
8-302,15070,-4.845044410695492,3.1941575150844908,0.41861313059048283,1.084096640362426
8-302,15070,-4.861843013054814,3.2249628868532167,0.43425055611025726,1.077944992445323
8-302,15070,-3.9768944198970066,3.9670281781864483,-0.5058384201041706,-0.20296225090766315
8-302,15070,-3.967678925265786,3.964617688174241,-0.48863851622652527,-0.18917874370080498
8-302,15070,-3.9948933573734324,3.9600945855234113,-0.4868277809320574,-0.18111968312146917
8-302,15070,-4.0052976816241745,3.9791740940260123,-0.47714263915213523,-0.1849297464967967
8-302,15070,-4.034368274175525,4.017994974608282,-0.47585989737434736,-0.20598419024656708
8-302,15070,-4.04892560005086,4.044690280917462,-0.4623088236437208,-0.21131508275084163
8-302,15070,-4.064310784535982,4.048714572072893,-0.4910239067590035,-0.234326522691471
8-302,15070,-4.066529045511182,4.048345891879331,-0.49087631288586114,-0.2336696249282106
8-302,15070,-4.087877602535496,4.082655891188524,-0.4958780468048823,-0.25763718156531
8-302,15070,-4.0926107621777685,4.09133558604064,-0.4914720593425875,-0.25937046455111434
8-302,15070,-4.122698226525243,4.09713475817825,-0.48543961602851954,-0.2545332757173444
8-302,15070,-4.117362668524269,4.087350381817772,-0.4904063620150015,-0.25257939446215416
8-302,15070,-4.116950384909099,4.087418904324701,-0.49043379365459466,-0.2527014847786957
8-302,15070,-4.116641172197722,4.087470296204898,-0.4904543673842901,-0.25279305251610173
8-302,15070,-4.175341716782461,4.110979868559104,-0.47217226690847697,-0.246426386539337
8-302,15070,-4.120614537497662,4.01062085846643,-0.5231165164161469,-0.2263852943546982
8-302,15070,-4.076641732270339,3.9991189248154564,-0.44104517316148445,-0.16061568545022983
8-302,15070,-4.03934118451742,4.005318363618782,-0.44352699670467005,-0.17166156628265458
8-302,15070,-4.038858419452249,3.9874985862852386,-0.4512949425902349,-0.16587667738808728
8-302,15070,-4.018606870699706,3.9822014038817737,-0.4134972219191034,-0.13558667350321205
8-302,15070,-4.028283955564541,3.9805930496074198,-0.4128533488798641,-0.13272098029864351
8-302,15070,-4.0196821470073765,3.964819004551831,-0.4208605710148284,-0.12957099814166725
8-302,15070,-4.03041738956041,3.9630347819798932,-0.4201462925574074,-0.12639195072570272
8-302,15070,-4.015228727996003,3.9590618951772942,-0.3917980020540586,-0.10367444781204614
8-302,15070,-4.041887032620033,3.9546312222227886,-0.390024269172826,-0.09578007430251854
8-302,15070,-4.044493345792627,3.946391214349992,-0.36883482132150097,-0.07341882634735805
8-302,15070,-3.9882873177244482,3.843320283016057,-0.42115569652757473,-0.052836179761740015
8-302,15070,-3.9998038493523547,3.846332653547997,-0.4426502819980918,-0.07006132100955662
8-302,15070,-3.998006571075035,3.8430367945044637,-0.4443233262549134,-0.06940315773295566
8-302,15070,-3.956094265881253,3.7804749999486127,-0.4694984178269495,-0.05282010386816391
8-302,15070,-3.951957115837314,3.779392848717562,-0.46177679398246624,-0.046632217083086375
8-302,15070,-3.953558835925535,3.782330092050767,-0.46028579026398236,-0.047218766953946306
8-302,15070,-3.963575100821156,3.780665365257219,-0.4596193495940651,-0.04425263173373703
8-302,15070,-3.9342084944725917,3.7729839640814413,-0.40480918186885556,-0.0003293431372563823
8-302,15070,-3.86749140725462,3.6978460287560315,-0.36036183108370984,0.07559561632936965
8-302,15070,-3.8473868312181194,3.701187456598612,-0.3616995060815052,0.06964201069985901
8-302,15070,-3.8273603900681232,3.655681122199325,-0.3841368410176201,0.0798838924565182
8-302,15070,-3.8324960929048024,3.6570244641347145,-0.39372217513910873,0.07220248197402127
8-302,15070,-3.7938087307928314,3.663454394747637,-0.39629627155048724,0.06074592121678005
8-302,15070,-3.8011332502941326,3.676886139927298,-0.3894780478840299,0.058063682291768864
8-302,15070,-3.7562228455583915,3.6138697571555665,-0.3765514550276999,0.10423877907609083
8-302,15070,-3.7454308954210047,3.5940794181154097,-0.386597428667457,0.10819079104494936
8-302,15070,-3.783987184594777,3.64119420799034,-0.39261964613586714,0.07716923927144229
8-302,15070,-3.790111487870781,3.6427961374004583,-0.40405011534887675,0.06800919070977221
8-302,15070,-3.7885027792442774,3.6398460784463267,-0.4055476245339798,0.0685982997832402
8-302,15070,-3.7548272988277995,3.6454430225286885,-0.4077882511510292,0.05862591690781829
8-302,15070,-3.715726853893472,3.5939373819295284,-0.43545744003635295,0.06625597574540645
8-302,15070,-3.705640173608178,3.5754403707226197,-0.44484689448793385,0.06994971790563345
8-302,15070,-3.6994087592551983,3.5764760464503693,-0.4452615069207327,0.06810439754153522
8-302,15070,-3.6834410266311433,3.533742131591819,-0.4775377151902432,0.06936929018386098
8-302,15070,-3.739723236062587,3.6369527647394544,-0.42514592453724315,0.04875874598422561
8-302,15070,-3.729302229934919,3.713547891963362,-0.3305444556857345,0.06992327799470124
8-302,15070,-3.7503720593429257,3.7100460367392327,-0.32914255673717,0.07616272590688758
8-302,15070,-3.801176819521525,3.803212092548292,-0.2818495953139822,0.05755802353662334
8-302,15070,-3.8242947541358623,3.7993698374197553,-0.2803114239505014,0.06440398066661682
8-302,15070,-3.863044145346175,3.809671882581093,-0.3505238507983382,0.007979805760773201
8-302,15070,-3.912776613591878,3.900871563394725,-0.30422906082283757,-0.010232223320699924
8-302,15070,-3.9384015448585794,3.8966126395236964,-0.3025240843133375,-0.002643864592404482
8-302,15070,-4.015836366462489,4.004067661947446,-0.24537125667101314,-0.019560284631059827
8-302,15070,-4.032891685669014,4.001233027764795,-0.24423646655952005,-0.014509661118446732
8-302,15070,-4.097733277559434,4.010557031124817,-0.20666647459830426,0.01717876370819818
8-302,15070,-4.109334259954371,4.013591491380488,-0.22831867993985824,-0.0001726895611175724
8-302,15070,-4.146824096866176,4.082340565792398,-0.19342026875557597,-0.013901467242616955
8-302,15070,-4.169709723835006,4.124308357627413,-0.17211657458248045,-0.022282183475016842
8-302,15070,-4.221175971617752,4.218687453136458,-0.12420784984036608,-0.041129122595410655
8-302,15070,-4.190049193005611,4.210545645023135,-0.06611247660496415,0.005426835005958558
8-302,15070,-5.178485756304898,3.6548828214616127,1.0455731444522596,1.3081084174336655
8-302,15070,-5.1823015246020985,3.654248631792258,1.0458270298283687,1.3092383880221465
8-302,15070,-5.206215766188887,3.698102702916179,1.0680882372595808,1.3004809931329917
8-302,15070,-5.314329830557605,3.781773373743067,1.1575598680406873,1.3287212719331052
8-302,15070,-5.320175452381475,3.7808018176414104,1.157948811440745,1.3304523468354261
8-302,15070,-5.338285033515481,3.7855387271829652,1.1241488834679085,1.3033660587887592
8-302,15070,-5.356654186032951,3.8192241826912983,1.14124829734825,1.2966392754286937
8-302,15070,-5.455542067777657,3.910110005113829,1.1573556213730027,1.2616669699402343
8-302,15070,-5.4377799611017785,3.8775377536941997,1.14082129224983,1.2681714531227528
8-302,15070,-5.426866682991538,3.879351566194656,1.1400951680457903,1.2649396837049058
8-302,15070,-5.426667769722896,3.8789867979205352,1.1399100043424801,1.2650125257407223
8-302,15070,-5.434053223684818,3.880918605568767,1.126125709161244,1.253966188893517
8-302,15070,-5.427596097126395,3.8739190529410297,1.1222072927402436,1.2547274344262487
8-302,15070,-5.412892412113177,3.8469553524191764,1.1085199767158338,1.2601119236444909
8-302,15070,-5.417816048087792,3.848243224184664,1.09933044659501,1.252747699079687
8-302,15070,-5.4402762743831055,3.8768817902190635,1.114814807554068,1.2486785901010231
8-302,15070,-5.4403831326415,3.8768640301250845,1.1148219174588134,1.2487102342365466
8-302,15070,-5.412794299281026,3.8491968112566117,1.0990477313265479,1.2512212036906547
8-302,15070,-5.417729042981938,3.848376645242253,1.0993760686790615,1.252682538554151
8-302,15070,-5.374989792875448,3.772110531801085,1.060502702876423,1.267635104409829
8-302,15070,-5.367960868898921,3.7732787555047786,1.0600350274652262,1.2655536160322538
8-302,15070,-5.361534052542272,3.7715976979752663,1.0720301105288268,1.2751661298596646
8-302,15070,-5.291565949933957,3.7203590736420185,1.05116330211042,1.2838040195038862
8-302,15070,-5.2747439565382575,3.689510807258831,1.0355041024226894,1.2899642332181391
8-302,15070,-5.246298207315186,3.68207027399004,1.0885955719469513,1.3325102066152033
8-302,15070,-4.280060792090683,4.266272759181788,-0.036996609106029685,0.002890001512642099
8-302,15070,-4.242744870305632,4.19784261131039,-0.07173312677183778,0.016555091477486822
8-302,15070,-4.229648666880761,4.173826719593176,-0.08392407583222798,0.021350920963614267
8-302,15070,-4.143371079096489,4.054989043915643,-0.1256923686401137,0.056678547526683803
8-302,15070,-4.1044736075177815,4.061453895216316,-0.12828044486285142,0.04515976666086122
8-302,15070,-5.07467554404684,3.5160419107819054,0.9628968571595665,1.3238095464033932
8-302,15070,-4.991719351542399,3.4284968419137516,0.999693631359346,1.399895701747791
8-302,15070,-4.986665527715943,3.4293367993251667,0.9993573709098028,1.3983991034644392
8-302,15070,-4.975150366339594,3.426324787208898,1.0208493989272456,1.4156221952430768
8-302,15070,-4.929369817855884,3.3423721591478897,0.9782333585058108,1.4323870313704927
8-302,15070,-4.864068393483641,3.3144776727232865,1.037029499302744,1.4881269892150377
8-302,15070,-4.759847685064072,3.287216740265096,1.2315482135564246,1.6440086801161768
8-302,15070,-4.7325418281981335,3.2371431059099076,1.206129830892119,1.6540080844666736
8-302,15070,-4.705199212774071,3.18951184150971,1.136272690848108,1.6277456015097815
8-302,15070,-4.695070295694162,3.1709373762305755,1.1268439191535888,1.6314548107835254
8-302,15070,-4.694950012898912,3.1709573675141667,1.1268359160359118,1.6314191912148446
8-302,15070,-4.632040827812074,3.110980032218906,1.0922112707193232,1.636114689846923
8-302,15070,-4.571906676269556,3.000705685898881,1.0362337973660605,1.6581358151864378
8-302,15070,-4.583936107473841,2.9987063661279283,1.03703418576174,1.66169811310347
8-302,15070,-4.496616657773457,2.9271081054675334,1.0808511003292796,1.7320217770636186
8-302,15070,-4.499600085700204,2.926612252726214,1.0810496052337393,1.7329052651445247
8-302,15070,-4.5249845294757085,2.9332520426273434,1.0336717909765407,1.694938050391189
8-302,15070,-4.523542695286836,2.8808352275312905,1.0181827464748459,1.7176863991609745
8-302,15070,-4.545070077923069,2.8772573258840244,1.019615089115058,1.7240613431647185
8-302,15070,-4.540097872705502,2.868139267907459,1.0149865797250728,1.7258821646363978
8-302,15070,-4.559498833683234,2.857232758418666,1.0368066642448586,1.7514511039952687
